Customer_ID,Age,Gender,City_Tier,Income_Level,Lifestyle_Type,Health_Goal,Dietary_Preference,Preferred_Category,Order_Frequency,Avg_Monthly_Spend,Discount_Sensitivity,App_Usage_Time,Subscription_Type,Order_Value,Churn,CLV,Engagement_Score,High_Value_Customer,Spend_per_Order
754,57,1,0,2,2,0,1,3,8,2570.0,0.12,110,0,1020,1,123360,880,0,285.55555555555554
755,21,0,0,2,1,2,1,2,9,5254.0,0.27,107,1,2319,0,283716,963,1,525.4
756,42,0,0,2,2,0,1,3,12,949.0,0.84,11,2,370,0,68328,132,0,73.0
757,20,1,2,1,1,1,0,1,7,1423.0,0.9,46,2,445,0,59766,322,0,177.875
758,49,0,0,2,2,0,0,3,8,3690.0,0.54,34,0,1364,1,177120,272,0,410.0
759,20,0,1,1,0,0,1,0,16,1923.0,0.03,78,2,1839,1,184608,1248,0,113.11764705882354
760,44,1,1,0,0,0,0,0,11,4070.0,0.93,83,1,816,0,268620,913,1,339.1666666666667
761,46,0,1,2,0,1,1,0,8,1690.0,0.7,10,2,439,0,81120,80,0,187.77777777777777
762,49,0,2,0,1,0,1,1,6,3139.0,0.41,28,0,2156,1,113004,168,0,448.42857142857144
763,36,0,0,2,2,1,1,3,8,2114.0,0.6,70,0,1639,0,101472,560,0,234.88888888888889
764,38,0,0,2,2,0,1,3,14,3014.0,0.43,44,0,597,0,253176,616,0,200.93333333333334
765,22,1,2,2,1,2,1,2,3,2123.0,0.47,19,0,2056,0,38214,57,0,530.75
766,35,0,0,2,1,2,1,2,5,2839.0,0.89,57,0,1122,1,85170,285,0,473.1666666666667
767,45,0,1,2,1,2,1,2,3,2845.0,0.16,89,0,991,0,51210,267,0,711.25
768,59,0,1,1,1,1,1,1,9,586.0,0.1,86,2,2106,0,31644,774,0,58.6
769,39,0,1,2,1,1,0,1,6,3417.0,0.0,9,0,2104,0,123012,54,0,488.14285714285717
770,38,1,2,2,0,1,1,0,10,1781.0,0.31,93,2,2269,0,106860,930,0,161.9090909090909
771,23,0,2,0,2,0,1,3,9,6524.5,0.15,40,1,1012,0,373140,360,1,652.45
772,18,1,1,2,1,1,1,1,8,2597.0,0.22,78,0,1103,0,124656,624,0,288.55555555555554
773,22,0,0,2,0,1,0,0,15,1952.0,0.01,119,2,1930,0,175680,1785,0,122.0
774,58,1,2,1,1,1,1,2,6,546.0,0.23,50,2,1031,0,19656,300,0,78.0
775,29,1,0,2,0,1,1,0,12,3111.0,0.33,27,0,1594,0,223992,324,0,239.30769230769232
776,43,1,0,2,1,2,1,2,5,3578.0,0.03,92,0,2166,0,107340,460,0,596.3333333333334
777,51,1,2,0,2,0,0,3,5,5581.0,0.61,49,1,1244,0,167430,245,1,930.1666666666666
778,31,1,0,0,1,2,1,2,2,5064.0,0.57,14,1,2407,0,60768,28,1,1688.0
779,43,0,0,1,1,0,1,2,4,1735.0,0.1,58,2,943,1,41640,232,0,347.0
780,44,0,0,0,2,0,1,3,10,4258.0,0.6,74,1,1012,0,255480,740,1,387.09090909090907
781,26,0,2,1,2,2,1,3,11,891.0,1.0,81,2,1779,0,58806,891,0,74.25
782,43,1,1,2,1,1,0,2,1,1853.0,0.94,89,2,1575,1,11118,89,0,926.5
783,39,0,1,2,2,2,1,3,12,1804.0,0.0,36,2,2427,0,129888,432,0,138.76923076923077
784,47,1,0,1,2,0,1,3,5,1008.0,0.8,47,2,1850,1,30240,235,0,168.0
785,34,1,1,2,0,0,1,0,16,2211.0,0.35,19,0,2460,0,212256,304,0,130.05882352941177
786,43,0,1,1,2,1,1,3,8,1918.0,0.06,70,2,729,0,92064,560,0,213.11111111111111
787,53,0,0,1,2,2,0,3,11,1954.0,0.3,19,2,1618,0,128964,209,0,162.83333333333334
788,18,1,0,2,1,0,1,1,6,2285.0,0.32,119,0,2274,0,82260,714,0,326.42857142857144
789,25,1,0,2,1,2,0,2,9,2356.0,0.52,85,0,1138,0,127224,765,0,235.6
790,52,0,2,0,0,1,0,0,9,6524.5,0.66,24,1,484,0,392688,216,1,652.45
791,32,0,1,2,1,1,0,1,7,2929.0,0.75,54,0,2020,0,123018,378,0,366.125
792,39,0,2,2,2,0,1,3,9,3848.0,0.25,10,0,848,0,207792,90,0,384.8
793,31,0,0,2,2,1,1,3,11,3992.0,0.32,83,0,388,0,263472,913,0,332.6666666666667
794,43,1,1,1,2,0,1,3,5,1650.0,0.31,21,2,1925,0,49500,105,0,275.0
795,45,0,1,1,1,0,1,2,9,1872.0,0.36,30,2,1422,1,101088,270,0,187.2
796,40,0,1,2,2,1,0,3,5,3568.0,1.0,26,0,1325,1,107040,130,0,594.6666666666666
797,31,0,2,2,2,1,1,3,9,2210.0,0.78,77,0,678,0,119340,693,0,221.0
798,41,1,0,2,0,2,1,0,15,3367.0,0.97,68,0,2243,0,303030,1020,0,210.4375
799,19,1,0,2,0,2,1,0,8,1651.0,0.69,80,2,2225,0,79248,640,0,183.44444444444446
800,43,1,1,2,0,0,1,0,14,2966.0,0.41,90,0,716,0,249144,1260,0,197.73333333333332
801,31,1,1,1,1,2,1,2,2,595.0,0.39,62,2,2088,1,7140,124,0,198.33333333333334
802,24,0,1,2,2,0,1,3,11,1875.0,0.49,91,2,1750,0,123750,1001,0,156.25
803,20,1,0,0,2,1,1,3,11,6524.5,0.42,41,1,1740,0,465762,451,1,543.7083333333334
804,40,0,1,2,2,1,0,3,13,2598.0,0.83,82,0,2477,0,202644,1066,0,185.57142857142858
805,35,0,0,0,0,2,0,0,13,5925.0,0.47,92,1,1337,0,462150,1196,1,423.2142857142857
806,55,0,0,1,2,0,1,3,8,1139.0,0.3,76,2,1739,0,54672,608,0,126.55555555555556
807,52,0,1,0,2,0,1,3,11,6430.0,0.77,94,1,1948,0,424380,1034,1,535.8333333333334
808,32,1,1,1,2,2,1,3,11,1656.0,0.85,100,2,233,0,109296,1100,0,138.0
809,42,1,0,1,2,0,1,3,8,899.0,0.42,32,2,495,0,43152,256,0,99.88888888888889
810,54,1,0,0,2,0,1,3,6,6524.5,0.67,100,1,1629,0,259452,600,1,932.0714285714286
811,45,0,0,1,1,1,0,2,9,1693.0,0.06,90,2,1350,0,91422,810,0,169.3
812,27,0,0,2,2,0,1,3,12,3122.0,0.53,53,0,2389,0,224784,636,0,240.15384615384616
813,56,0,1,2,1,0,1,2,5,1763.0,0.04,77,2,2187,1,52890,385,0,293.8333333333333
814,34,0,2,2,2,0,0,3,9,2661.0,0.03,71,0,847,0,143694,639,0,266.1
815,56,0,0,0,1,2,1,2,1,4259.0,0.61,93,1,2375,1,25554,93,1,2129.5
816,39,1,1,2,2,2,0,3,13,3171.0,0.3,107,0,1909,1,247338,1391,0,226.5
817,43,0,2,2,2,2,1,3,14,3094.0,0.74,80,0,1747,1,259896,1120,0,206.26666666666668
818,42,1,2,1,2,0,1,3,12,615.0,0.9,97,2,662,0,44280,1164,0,47.30769230769231
819,34,0,0,2,2,0,1,3,9,2995.0,0.14,71,0,1409,0,161730,639,0,299.5
820,30,0,2,2,0,2,1,0,17,2724.0,0.72,45,0,713,0,277848,765,0,151.33333333333334
821,37,1,0,1,2,2,1,3,10,791.0,0.51,50,2,200,0,47460,500,0,71.9090909090909
822,42,1,0,2,1,0,1,1,8,3889.0,0.11,91,0,1462,0,186672,728,0,432.1111111111111
823,21,0,0,1,0,0,1,0,13,1514.0,0.65,91,2,1278,0,118092,1183,0,108.14285714285714
824,27,0,0,0,0,1,0,0,17,6524.5,0.61,59,1,1671,0,783360,1003,1,362.47222222222223
825,20,0,0,2,2,2,1,3,8,3413.0,0.52,86,0,537,0,163824,688,0,379.22222222222223
826,58,0,0,1,1,0,1,2,3,1992.0,0.93,15,2,1327,1,35856,45,0,498.0
827,35,1,0,2,1,2,0,1,7,1526.0,0.52,104,2,1176,1,64092,728,0,190.75
828,53,0,2,2,0,2,1,0,9,3200.0,0.99,30,0,1082,1,172800,270,0,320.0
829,39,1,2,2,1,2,0,1,7,1954.0,0.51,76,2,2445,0,82068,532,0,244.25
830,51,0,0,0,2,1,1,3,5,3917.0,0.12,96,0,1237,0,117510,480,0,652.8333333333334
831,25,1,2,2,2,0,1,3,14,1513.0,0.47,86,2,1903,1,127092,1204,0,100.86666666666666
832,57,1,2,0,2,0,1,3,9,6524.5,0.18,17,1,1071,0,398196,153,1,652.45
833,36,0,1,2,2,2,1,3,13,3463.0,0.6,40,0,656,0,270114,520,0,247.35714285714286
834,59,1,0,1,2,0,1,3,5,989.0,0.69,110,2,1749,0,29670,550,0,164.83333333333334
835,58,0,1,2,0,1,1,0,15,2484.0,0.47,108,0,565,0,223560,1620,0,155.25
836,54,1,2,2,2,2,1,3,13,2460.0,0.1,112,0,2357,1,191880,1456,0,175.71428571428572
837,23,0,1,2,2,1,0,3,13,3282.0,0.47,68,0,359,0,255996,884,0,234.42857142857142
838,43,1,0,0,0,1,0,0,15,4869.0,0.08,55,1,1043,0,438210,825,1,304.3125
839,51,0,1,2,0,0,1,0,11,3096.0,0.68,80,0,2302,0,204336,880,0,258.0
840,23,0,1,0,0,0,0,0,14,5644.0,0.79,26,1,2199,0,474096,364,1,376.26666666666665
841,54,1,1,2,1,1,1,1,1,2762.0,0.96,64,0,1838,1,16572,64,0,1381.0
842,50,1,0,2,1,0,0,1,7,1749.0,0.15,6,2,432,0,73458,42,0,218.625
843,39,1,0,2,2,1,0,3,10,3106.0,0.53,60,0,432,1,186360,600,0,282.3636363636364
844,38,1,2,2,2,1,1,3,9,2239.0,0.57,44,0,757,1,120906,396,0,223.9
845,23,0,2,0,2,2,0,3,5,6524.5,0.92,32,1,2149,0,200040,160,1,1087.4166666666667
846,23,1,0,2,1,1,1,2,8,1805.0,0.63,81,2,1659,0,86640,648,0,200.55555555555554
847,21,0,2,1,2,1,1,3,14,1986.0,0.15,101,2,534,1,166824,1414,0,132.4
848,47,1,0,2,2,0,1,3,5,3306.0,0.44,7,0,455,0,99180,35,0,551.0
849,28,0,1,2,1,2,1,2,1,3436.0,0.65,67,0,1289,1,20616,67,0,1718.0
850,47,0,1,1,0,0,0,0,10,1759.0,0.7,102,2,971,0,105540,1020,0,159.9090909090909
851,48,0,2,2,1,2,0,2,8,1814.0,0.86,27,2,1145,1,87072,216,0,201.55555555555554
852,41,0,2,2,2,0,0,3,12,1682.0,0.18,59,2,1311,0,121104,708,0,129.3846153846154
853,26,1,0,2,1,1,1,2,7,1529.0,0.95,36,2,510,0,64218,252,0,191.125
854,20,1,2,2,0,2,1,0,12,2911.0,0.06,88,0,1794,0,209592,1056,0,223.92307692307693
855,48,0,0,1,0,2,1,0,15,1266.0,0.98,32,2,1481,1,113940,480,0,79.125
856,57,1,1,1,0,2,0,0,9,1666.0,0.86,12,2,1781,1,89964,108,0,166.6
857,54,1,1,2,0,2,1,0,15,2114.0,0.66,7,0,2376,1,190260,105,0,132.125
858,53,0,1,2,0,0,1,0,19,2504.0,0.73,98,0,989,0,285456,1862,0,125.2
859,41,1,0,1,0,0,0,0,18,573.0,0.07,93,2,2264,1,61884,1674,0,30.157894736842106
860,48,1,2,2,2,2,1,3,6,1523.0,0.04,57,2,541,0,54828,342,0,217.57142857142858
861,23,1,0,2,2,2,1,3,14,3975.0,0.1,98,0,1202,0,333900,1372,0,265.0
862,19,0,0,2,1,2,1,2,5,1555.0,0.09,33,2,1037,1,46650,165,0,259.1666666666667
863,37,1,1,1,2,0,1,3,8,1362.0,0.55,115,2,827,0,65376,920,0,151.33333333333334
864,45,0,0,1,0,2,1,0,8,838.0,0.22,98,2,1472,0,40224,784,0,93.11111111111111
865,28,1,2,0,2,2,0,3,9,4970.0,0.86,102,1,909,0,268380,918,1,497.0
866,21,1,0,2,1,2,1,1,7,3504.0,0.45,93,0,938,0,147168,651,0,438.0
867,32,1,0,2,0,0,1,0,8,3038.0,0.7,85,0,2424,0,145824,680,0,337.55555555555554
868,23,0,2,2,2,1,0,3,6,2171.0,0.65,63,0,1978,0,78156,378,0,310.14285714285717
869,47,0,1,2,2,1,1,3,13,2070.0,0.32,28,0,1145,0,161460,364,0,147.85714285714286
870,55,1,0,2,1,0,1,2,5,2263.0,0.24,42,0,694,0,67890,210,0,377.1666666666667
871,19,0,1,2,0,1,1,0,14,2742.0,0.34,32,0,234,0,230328,448,0,182.8
872,32,1,1,1,1,2,1,2,2,1212.0,0.8,101,2,1630,1,14544,202,0,404.0
873,28,0,1,2,0,2,1,0,14,2266.0,0.59,66,0,2191,1,190344,924,0,151.06666666666666
874,25,0,0,2,0,0,0,0,14,3282.0,0.25,104,0,1017,0,275688,1456,0,218.8
875,43,1,2,2,2,0,0,3,11,2793.0,0.82,55,0,209,0,184338,605,0,232.75
876,22,1,2,2,1,1,1,1,5,3174.0,0.05,11,0,1185,0,95220,55,0,529.0
877,23,1,1,1,1,1,1,2,9,577.0,0.7,27,2,1937,1,31158,243,0,57.7
878,43,1,0,2,1,2,1,2,2,3557.0,0.44,50,0,1758,0,42684,100,0,1185.6666666666667
879,21,0,2,2,0,0,1,0,11,2991.0,0.73,94,0,2342,0,197406,1034,0,249.25
880,36,0,1,0,1,1,1,1,2,4359.0,0.93,82,1,649,1,52308,164,1,1453.0
881,37,0,1,2,0,1,1,0,15,2135.0,0.75,110,0,1443,1,192150,1650,0,133.4375
882,50,1,0,2,1,2,1,2,1,2709.0,0.44,32,0,2343,0,16254,32,0,1354.5
883,37,1,2,2,1,2,1,1,9,3191.0,0.15,28,0,1064,1,172314,252,0,319.1
884,29,0,1,0,2,2,0,3,9,4297.0,0.81,11,1,2000,0,232038,99,1,429.7
885,18,1,0,2,1,2,1,1,3,3957.0,0.46,116,0,406,0,71226,348,0,989.25
886,43,0,0,2,2,1,1,3,8,1857.0,0.08,104,2,2009,0,89136,832,0,206.33333333333334
887,31,0,2,2,2,0,1,3,5,3170.0,0.72,107,0,1049,0,95100,535,0,528.3333333333334
888,55,0,0,2,0,0,1,0,10,3645.0,0.29,83,0,445,0,218700,830,0,331.3636363636364
889,54,0,2,0,1,2,0,2,8,3240.0,0.05,53,0,1934,1,155520,424,0,360.0
890,28,0,1,2,1,2,0,1,2,1056.0,0.9,7,2,2197,1,12672,14,0,352.0
891,53,1,1,1,1,1,0,2,2,1210.0,0.48,116,2,2330,1,14520,232,0,403.3333333333333
892,30,1,0,0,2,2,1,3,13,6524.5,0.28,6,1,516,0,550992,78,1,466.0357142857143
893,20,1,0,2,1,0,0,2,5,6524.5,0.72,11,0,1919,1,99780,55,0,1087.4166666666667
894,50,0,2,2,0,2,1,0,12,2764.0,0.89,84,0,2427,1,199008,1008,0,212.6153846153846
895,23,0,0,2,0,0,1,0,8,1655.0,0.0,25,2,2006,1,79440,200,0,183.88888888888889
896,27,0,1,1,1,2,1,2,6,851.0,0.69,13,2,799,0,30636,78,0,121.57142857142857
897,22,0,0,2,2,2,1,3,12,1543.0,0.77,16,2,1306,1,111096,192,0,118.6923076923077
898,40,1,0,2,0,0,1,0,13,1637.0,0.21,97,2,1755,0,127686,1261,0,116.92857142857143
899,27,1,0,2,0,1,0,0,14,3467.0,0.49,28,0,1040,0,291228,392,0,231.13333333333333
900,19,0,1,2,2,1,1,3,8,3983.0,0.09,37,0,547,0,191184,296,0,442.55555555555554
901,30,0,2,0,0,2,1,0,9,6524.5,0.75,82,1,1495,0,423846,738,1,652.45
902,57,0,0,1,2,2,1,3,5,642.0,0.85,47,2,530,1,19260,235,0,107.0
903,19,1,0,0,0,0,1,0,19,6524.5,0.11,86,1,809,0,756162,1634,1,326.225
904,37,1,0,2,2,0,1,3,10,761.0,0.82,9,2,2144,0,45660,90,0,69.18181818181819
905,18,1,1,2,0,2,1,0,16,1561.0,0.77,83,2,943,1,149856,1328,0,91.82352941176471
906,54,0,0,0,1,0,0,1,5,5019.0,0.35,75,1,768,0,150570,375,1,836.5
907,26,0,2,2,0,1,1,0,19,3578.0,0.69,93,0,1884,0,407892,1767,0,178.9
908,34,1,1,2,0,1,1,0,9,2692.0,0.0,18,0,1170,1,145368,162,0,269.2
909,26,0,1,2,1,0,1,1,1,3813.0,0.93,108,0,946,1,22878,108,0,1906.5
910,28,1,0,2,1,0,1,1,3,3855.0,0.55,40,0,2384,1,69390,120,0,963.75
911,32,0,2,1,1,0,1,1,4,958.0,0.62,39,2,1964,1,22992,156,0,191.6
912,41,1,0,0,1,1,0,1,7,3333.0,0.66,112,0,1584,0,139986,784,0,416.625
913,55,0,0,2,2,2,1,3,13,3988.0,0.56,54,0,1425,1,311064,702,0,284.85714285714283
914,52,1,1,2,2,0,1,3,12,3938.0,0.86,92,0,1218,0,283536,1104,0,302.9230769230769
915,47,1,1,2,0,0,0,0,16,3295.0,0.61,83,0,215,0,316320,1328,0,193.8235294117647
916,48,1,0,1,0,0,1,0,14,1434.0,0.91,15,2,767,1,120456,210,0,95.6
917,22,1,0,1,0,2,1,0,17,1059.0,0.58,28,2,2224,0,108018,476,0,58.833333333333336
918,31,1,1,2,2,0,1,3,12,1753.0,0.17,79,2,1813,0,126216,948,0,134.84615384615384
919,28,1,0,2,0,0,1,0,15,2923.0,0.91,48,0,2277,0,263070,720,0,182.6875
920,26,0,2,2,0,1,1,0,8,2527.0,0.68,55,0,1742,0,121296,440,0,280.77777777777777
921,51,0,1,0,2,0,1,3,13,5166.0,0.7,21,1,2131,0,402948,273,1,369.0
922,29,0,0,1,0,1,1,0,9,1495.0,0.99,74,2,2269,0,80730,666,0,149.5
923,52,1,0,2,2,2,1,3,11,1969.0,0.08,89,2,1654,0,129954,979,0,164.08333333333334
924,52,1,0,1,2,0,1,3,14,1993.0,0.43,12,2,1902,1,167412,168,0,132.86666666666667
925,18,0,1,2,1,0,1,1,5,3387.0,0.24,83,0,1633,0,101610,415,0,564.5
926,57,1,1,1,1,1,1,1,4,1593.0,0.63,100,2,524,1,38232,400,0,318.6
927,39,1,0,0,2,2,0,3,5,6524.5,0.81,78,1,1521,0,233670,390,1,1087.4166666666667
928,46,1,1,1,2,2,1,3,5,1364.0,0.97,32,2,2428,0,40920,160,0,227.33333333333334
929,25,1,2,0,1,1,0,1,3,3180.0,0.45,83,0,321,1,57240,249,0,795.0
930,28,1,0,2,0,2,0,0,8,2720.0,0.79,16,0,2371,1,130560,128,0,302.22222222222223
931,58,0,2,0,0,2,1,0,15,6524.5,0.92,47,1,1676,0,642780,705,1,407.78125
932,54,0,0,2,0,2,1,0,10,2133.0,0.68,86,0,465,1,127980,860,0,193.9090909090909
933,31,0,0,0,2,2,1,3,14,4563.0,0.24,41,1,227,0,383292,574,1,304.2
934,47,0,0,2,1,2,1,1,2,1950.0,0.61,112,2,1482,1,23400,224,0,650.0
935,52,0,0,2,0,2,0,0,13,2088.0,0.97,92,0,2324,0,162864,1196,0,149.14285714285714
936,38,1,0,0,1,2,1,1,4,6524.5,0.99,67,1,631,1,159168,268,1,1304.9
937,54,1,0,1,1,2,1,1,4,809.0,0.64,105,2,1078,1,19416,420,0,161.8
938,22,1,2,1,2,0,0,3,6,773.0,0.89,97,2,1258,0,27828,582,0,110.42857142857143
939,36,1,2,2,0,1,1,0,9,3062.0,0.2,67,0,635,0,165348,603,0,306.2
940,31,0,1,0,1,2,1,2,6,6524.5,0.25,14,1,1285,0,285660,84,1,932.0714285714286
941,43,0,0,2,2,1,1,3,9,2913.0,0.95,82,0,2299,0,157302,738,0,291.3
942,21,0,0,2,2,2,1,3,13,2232.0,0.14,84,0,2363,1,174096,1092,0,159.42857142857142
943,42,1,0,1,2,2,1,3,8,860.0,0.19,41,2,2294,0,41280,328,0,95.55555555555556
944,59,0,1,1,0,0,1,0,12,1517.0,0.42,15,2,300,0,109224,180,0,116.6923076923077
945,42,1,2,0,0,1,1,0,8,6524.5,0.59,119,1,1502,0,319392,952,1,724.9444444444445
946,35,0,0,1,2,1,1,3,6,1161.0,0.6,94,2,2354,0,41796,564,0,165.85714285714286
947,57,0,0,2,0,0,1,0,10,2954.0,0.29,108,0,1182,0,177240,1080,0,268.54545454545456
948,25,1,1,0,0,0,1,0,12,3757.0,0.92,23,0,1086,0,270504,276,0,289.0
949,56,1,0,1,1,1,0,1,5,1555.0,0.92,56,2,999,1,46650,280,0,259.1666666666667
950,57,0,0,2,2,2,1,3,8,3502.0,0.39,22,0,1225,0,168096,176,0,389.1111111111111
951,31,0,1,1,2,2,0,3,14,1120.0,0.43,98,2,1715,0,94080,1372,0,74.66666666666667
952,49,1,1,2,0,1,1,0,10,3388.0,0.7,36,0,2103,0,203280,360,0,308.0
953,55,0,0,1,2,2,0,3,13,681.0,0.66,27,2,2113,0,53118,351,0,48.642857142857146
954,50,0,0,2,2,0,1,3,5,3795.0,0.38,16,0,1495,0,113850,80,0,632.5
955,40,1,2,2,2,0,1,3,10,2820.0,0.41,62,0,1367,0,169200,620,0,256.3636363636364
956,32,0,0,2,0,0,1,0,14,3299.0,0.35,81,0,634,0,277116,1134,0,219.93333333333334
957,50,1,0,2,0,1,0,0,17,3577.0,0.24,25,0,1674,1,364854,425,0,198.72222222222223
958,42,0,0,1,0,1,1,0,11,1825.0,0.46,25,2,1115,0,120450,275,0,152.08333333333334
959,34,1,0,2,1,1,1,2,3,2999.0,0.69,97,0,2475,1,53982,291,0,749.75
960,50,0,0,2,2,2,0,3,12,2447.0,0.74,97,0,744,0,176184,1164,0,188.23076923076923
961,19,1,2,2,1,1,0,2,9,2875.0,0.78,118,0,1437,0,155250,1062,0,287.5
962,31,0,0,1,0,1,0,0,8,1484.0,0.37,95,2,847,0,71232,760,0,164.88888888888889
963,57,1,0,2,1,0,1,2,9,3864.0,0.76,33,0,2495,0,208656,297,0,386.4
964,57,0,1,1,2,2,1,3,11,1236.0,0.01,83,2,1631,0,81576,913,0,103.0
965,56,0,1,2,2,2,1,3,5,2920.0,0.48,51,0,1276,0,87600,255,0,486.6666666666667
966,23,0,2,1,0,0,1,0,14,1612.0,0.79,16,2,1799,0,135408,224,0,107.46666666666667
967,23,0,2,2,0,2,1,0,12,3715.0,0.63,62,0,236,0,267480,744,0,285.7692307692308
968,20,0,0,1,1,1,0,2,7,1242.0,0.47,45,2,923,0,52164,315,0,155.25
969,24,0,1,0,0,2,1,0,19,3125.0,0.64,23,0,1747,0,356250,437,0,156.25
970,25,0,0,0,1,0,0,1,9,5620.0,0.91,16,1,1179,0,303480,144,1,562.0
971,59,0,2,1,2,2,0,3,12,619.0,0.57,27,2,283,1,44568,324,0,47.61538461538461
972,32,0,0,2,2,0,1,3,10,2951.0,0.8,9,0,1317,0,177060,90,0,268.27272727272725
973,46,1,2,1,2,1,1,3,6,1508.0,0.98,30,2,1565,0,54288,180,0,215.42857142857142
974,50,1,1,2,2,1,1,3,12,2713.0,0.71,67,0,918,1,195336,804,0,208.69230769230768
975,47,0,0,2,2,0,0,3,8,2951.0,0.57,56,0,749,0,141648,448,0,327.8888888888889
976,56,1,1,2,1,1,0,2,8,2196.0,0.04,14,0,1571,0,105408,112,0,244.0
977,44,0,2,2,2,1,1,3,11,3770.0,0.37,90,0,786,1,248820,990,0,314.1666666666667
978,53,0,2,1,1,2,0,2,4,1534.0,0.57,43,2,2064,0,36816,172,0,306.8
979,46,1,0,2,2,1,1,3,12,3035.0,0.8,27,0,351,1,218520,324,0,233.46153846153845
980,55,0,1,1,1,0,1,2,2,1313.0,0.44,15,2,1261,0,15756,30,0,437.6666666666667
981,50,0,0,2,1,1,1,1,9,1809.0,0.96,96,2,2412,0,97686,864,0,180.9
982,54,1,0,2,1,2,1,2,6,2511.0,0.27,99,0,1767,0,90396,594,0,358.7142857142857
983,44,1,0,2,0,0,0,0,14,2557.0,0.74,76,0,411,0,214788,1064,0,170.46666666666667
984,50,0,0,1,1,1,1,2,1,1518.0,0.42,107,2,941,0,9108,107,0,759.0
985,21,1,2,2,1,1,1,1,3,2324.0,0.49,52,0,2379,0,41832,156,0,581.0
986,39,1,0,2,2,1,0,3,14,3544.0,0.8,96,0,295,0,297696,1344,0,236.26666666666668
987,19,0,2,1,1,0,1,1,5,1616.0,0.3,20,2,1726,0,48480,100,0,269.3333333333333
988,27,1,0,2,1,2,1,1,7,2127.0,0.1,50,0,721,0,89334,350,0,265.875
989,22,1,0,0,0,0,1,0,8,4156.0,0.52,51,1,1239,0,199488,408,1,461.77777777777777
990,27,0,0,0,2,0,0,3,13,3988.0,0.53,99,0,1902,1,311064,1287,0,284.85714285714283
991,50,1,0,2,0,2,0,0,12,3966.0,0.8,109,0,217,1,285552,1308,0,305.0769230769231
992,55,1,0,2,0,0,1,0,19,2991.0,0.97,52,0,1919,1,340974,988,0,149.55
993,30,0,0,1,0,0,0,0,10,1967.0,0.06,84,2,1177,0,118020,840,0,178.8181818181818
994,48,0,1,0,1,1,1,1,7,5077.0,0.59,73,1,1078,0,213234,511,1,634.625
995,53,0,0,1,0,0,1,0,17,797.0,0.68,103,2,793,0,81294,1751,0,44.27777777777778
996,41,1,0,0,0,1,0,0,15,4084.0,0.99,29,1,842,0,367560,435,1,255.25
997,32,0,0,2,2,0,1,3,14,3851.0,0.94,81,0,2376,0,323484,1134,0,256.73333333333335
998,46,0,2,2,2,1,1,3,14,1839.0,0.71,97,2,1000,0,154476,1358,0,122.6
999,25,1,2,0,2,1,1,3,7,5495.0,0.52,95,1,654,0,230790,665,1,686.875
1000,22,0,0,1,2,1,1,3,11,1825.0,0.16,108,2,1809,0,120450,1188,0,152.08333333333334
1001,46,0,0,2,0,2,1,0,14,1576.0,0.38,85,2,1075,0,132384,1190,0,105.06666666666666
1002,21,0,0,2,2,0,1,3,8,3156.0,0.59,41,0,1295,0,151488,328,0,350.6666666666667
1003,29,0,2,2,1,0,1,1,9,1014.0,0.73,106,2,1213,0,54756,954,0,101.4
1004,19,1,0,2,0,0,0,0,8,3072.0,0.64,67,0,1310,0,147456,536,0,341.3333333333333
1005,44,0,0,2,2,2,1,3,5,1591.0,0.71,33,2,661,0,47730,165,0,265.1666666666667
1006,48,0,0,2,0,1,1,0,12,3374.0,0.43,62,0,2336,0,242928,744,0,259.53846153846155
1007,53,1,0,1,2,0,1,3,7,965.0,0.73,102,2,2253,0,40530,714,0,120.625
1008,53,0,0,0,0,2,1,0,17,6524.5,0.14,98,1,1144,0,680340,1666,1,362.47222222222223
1009,43,1,1,1,2,2,1,3,13,1563.0,0.16,35,2,283,0,121914,455,0,111.64285714285714
1010,44,1,0,2,1,0,0,1,5,1189.0,0.16,90,2,1639,1,35670,450,0,198.16666666666666
1011,22,1,1,1,2,1,1,3,11,1852.0,0.89,114,2,1335,0,122232,1254,0,154.33333333333334
1012,37,0,0,1,0,2,1,0,8,1808.0,0.08,93,2,2419,1,86784,744,0,200.88888888888889
1013,28,1,0,1,0,0,0,0,9,1446.0,0.8,72,2,898,0,78084,648,0,144.6
1014,27,1,2,0,1,1,0,1,4,6524.5,0.23,103,1,2020,0,183576,412,1,1304.9
1015,57,1,0,2,0,2,1,0,16,3540.0,0.47,45,0,729,0,339840,720,0,208.23529411764707
1016,55,0,2,1,1,2,1,1,5,608.0,0.92,54,2,518,0,18240,270,0,101.33333333333333
1017,23,0,1,1,0,0,0,0,12,1938.0,0.59,48,2,1298,1,139536,576,0,149.07692307692307
1018,25,0,0,2,0,0,0,0,16,1591.0,0.21,13,2,448,0,152736,208,0,93.58823529411765
1019,40,0,2,0,1,1,1,1,8,4002.0,0.28,63,1,586,0,192096,504,1,444.6666666666667
1020,43,0,0,1,0,0,1,0,9,867.0,0.92,94,2,2157,0,46818,846,0,86.7
1021,29,0,2,1,0,0,0,0,14,1319.0,0.43,95,2,2090,0,110796,1330,0,87.93333333333334
1022,43,0,0,1,1,1,1,2,1,922.0,0.59,31,2,562,0,5532,31,0,461.0
1023,30,1,2,1,2,0,0,3,14,1071.0,0.46,86,2,2315,0,89964,1204,0,71.4
